id,idbgn,d_nop,blok,no,njopbgn,luasbgn,njopbgnm2,geom,created_at,updated_at
1,17,337202000603024800001,3,248,,250,205750000,"POLYGON((60.8995474101393 22.9799821283668,61.4895474101068 25.4299821276218,49.5695474101231 28.3199821282178,50.6795474101091 32.8199821282178,65.8795474101207 29.1399821285158,64.1895474101184 22.1799821276218,60.8995474101393 22.9799821283668))",,
