WKT,D_NOP
"MULTIPOLYGON (((110.820534583408 -7.57488923766676,110.820703360925 -7.57493326923516,110.820697366988 -7.57495949927463,110.82074386752 -7.57497019233017,110.82075140132 -7.57494694800206,110.820810230124 -7.57495891252051,110.820793972529 -7.57503326142049,110.820513253061 -7.57495426740274,110.820534583408 -7.57488923766676)))","337202000600301360001"
"MULTIPOLYGON (((110.820588043185 -7.57473159327805,110.820750195959 -7.57479262799979,110.82072178332 -7.57488524419329,110.820552916401 -7.57483822751714,110.820588043185 -7.57473159327805)))","337202000600301350001"
"MULTIPOLYGON (((110.820604466356 -7.57469532681702,110.820765982793 -7.57476061274593,110.820757089129 -7.57478403742886,110.820595119384 -7.57471884176677,110.820604466356 -7.57469532681702)))","337202000600301340001"
"MULTIPOLYGON (((110.820619446225 -7.57464178248904,110.820707818427 -7.57467646387267,110.820700010278 -7.57470549733038,110.820773698118 -7.57473682575028,110.820768977664 -7.57475256331226,110.820603927902 -7.57468211988487,110.820619446225 -7.57464178248904)))","337202000600301330001"
"MULTIPOLYGON (((110.820635585013 -7.57463554760718,110.820643026214 -7.57461700700235,110.820719162634 -7.57464598455938,110.820711993319 -7.5746647061913,110.820635585013 -7.57463554760718)))","337202000600301320001"
"MULTIPOLYGON (((110.820731124809 -7.5746556683731,110.820785870495 -7.57467658644889,110.820772164644 -7.57471837190741,110.820717872405 -7.57469700173186,110.820731124809 -7.5746556683731)))","337202000600301310001"
"MULTIPOLYGON (((110.820806716988 -7.57468545980338,110.820858652742 -7.57470565305885,110.820808529358 -7.57490653726391,110.820743628761 -7.57488986648683,110.820806716988 -7.57468545980338)))","337202000600301300001"
"MULTIPOLYGON (((110.820871069045 -7.57471325654637,110.820934607252 -7.57473616827167,110.820884397692 -7.57492628807689,110.820823939118 -7.57490952868131,110.820871069045 -7.57471325654637)))","337202000600301290001"
"MULTIPOLYGON (((110.820947113538 -7.57474540001864,110.821007477634 -7.57477138596406,110.820963438287 -7.57494748749144,110.820901437935 -7.57493235569735,110.820947113538 -7.57474540001864)))","337202000600301280001"
"MULTIPOLYGON (((110.82102143504 -7.57477899008064,110.821080440621 -7.57480189992258,110.821039305329 -7.57497040426945,110.820975854524 -7.57495527188991,110.82102143504 -7.57477899008064)))","337202000600301270001"
"MULTIPOLYGON (((110.821072697658 -7.57489271549183,110.82112264166 -7.57490666637069,110.821102123545 -7.57498074216319,110.821053085393 -7.57496841987858,110.821072697658 -7.57489271549183)))","337202000600301260001"
"MULTIPOLYGON (((110.821139961102 -7.57489518545363,110.821237580629 -7.57492833276091,110.821210440805 -7.57501226564577,110.821111548762 -7.5749872589325,110.821139961102 -7.57489518545363)))","337202000600301250001"
"MULTIPOLYGON (((110.821094309877 -7.57480344338686,110.821114431683 -7.57481105003231,110.821097810974 -7.57488675565016,110.821076055548 -7.57488367117896,110.821094309877 -7.57480344338686)))","337202000600301240001"
"MULTIPOLYGON (((110.821125307491 -7.57481720556931,110.821148602149 -7.57482481351613,110.821130352268 -7.57489427693873,110.821108597438 -7.57488974515863,110.821125307491 -7.57481720556931)))","337202000600301230001"
"MULTIPOLYGON (((110.821158481784 -7.57482852630639,110.821185672951 -7.57483993504178,110.821169515141 -7.57489230296661,110.821142141771 -7.57488306512148,110.821158481784 -7.57482852630639)))","337202000600301220001"
"MULTIPOLYGON (((110.821192924622 -7.57484129487247,110.821220387414 -7.57485351782953,110.821203776753 -7.57490489054366,110.821176675489 -7.57489529098469,110.821192924622 -7.57484129487247)))","337202000600301210001"
"MULTIPOLYGON (((110.821229994607 -7.57485840644638,110.821255192644 -7.57486682928104,110.821239669747 -7.5749183833568,110.821213655943 -7.5749096888156,110.821229994607 -7.57485840644638)))","337202000600301200001"
"MULTIPOLYGON (((110.82126615855 -7.5748743417054,110.821307128069 -7.57488792705293,110.821259932269 -7.57502449764195,110.821224853725 -7.57501444252766,110.82126615855 -7.5748743417054)))","337202000600301190001"
"MULTIPOLYGON (((110.821322875139 -7.57495233884181,110.821304294535 -7.57494446146731,110.821322082368 -7.57489625522439,110.821384351635 -7.57491880453683,110.821338882025 -7.57504623969337,110.821292565235 -7.57502957661938,110.821322875139 -7.57495233884181)))","337202000600301180001"
"MULTIPOLYGON (((110.821399130368 -7.57491320226749,110.821420611903 -7.57492099037037,110.821373958376 -7.57506163175613,110.821348851314 -7.57505239485311,110.821399130368 -7.57491320226749)))","337202000600301170001"
"MULTIPOLYGON (((110.821450522708 -7.57493230974753,110.82149421149 -7.57494671030465,110.821445656395 -7.57508219487449,110.821402873645 -7.57506897062383,110.821450522708 -7.57493230974753)))","337202000600301160001"
"MULTIPOLYGON (((110.821502095836 -7.57495268369261,110.821573701181 -7.57497813142565,110.821553370511 -7.57503746283911,110.821481764674 -7.57501319104241,110.821502095836 -7.57495268369261)))","337202000600301150001"
"MULTIPOLYGON (((110.821584756781 -7.57498799575892,110.821619743786 -7.57500022177307,110.821606493092 -7.57503757505597,110.821675742038 -7.57506166495365,110.821643885434 -7.5751526515757,110.821539740114 -7.57511633569198,110.821584756781 -7.57498799575892)))","337202000600301140001"
"MULTIPOLYGON (((110.821656032855 -7.57515283746346,110.821711112637 -7.57502287341236,110.821765406827 -7.57503972062043,110.821702530273 -7.57517121925482,110.821656032855 -7.57515283746346)))","337202000600301130001"
"MULTIPOLYGON (((110.821716398911 -7.57517430046704,110.821779274235 -7.57504578690859,110.821842812541 -7.5750686985033,110.821807689193 -7.57516764401124,110.821751943237 -7.57515396220639,110.821739603615 -7.57518028012135,110.821716398911 -7.57517430046704)))","337202000600301120001"
"MULTIPOLYGON (((110.821810481372 -7.57521160721868,110.821850689202 -7.57509339646539,110.821875433741 -7.57510245227766,110.821883148752 -7.5750792984598,110.821912605944 -7.57509152218943,110.821863596172 -7.57523071535559,110.821810481372 -7.57521160721868)))","337202000600301110001"
"MULTIPOLYGON (((110.82199943899 -7.57512195121001,110.822062977913 -7.57514341546248,110.822010070736 -7.57528106928585,110.821950430208 -7.57525879250665,110.82199943899 -7.57512195121001)))","337202000600301100001"
"MULTIPOLYGON (((110.822020764559 -7.57528894340813,110.822075846773 -7.57515282823968,110.822120805038 -7.57516650559793,110.822114723016 -7.57518667500853,110.822209805777 -7.57521647415839,110.822160621715 -7.57533875184286,110.822020764559 -7.57528894340813)))","337202000600301090001"
"MULTIPOLYGON (((110.822231841939 -7.5751982108535,110.822255045317 -7.57520744692934,110.822198417451 -7.57535477814904,110.822174398523 -7.57534472762479,110.822231841939 -7.5751982108535)))","337202000600301080001"
"MULTIPOLYGON (((110.822262840249 -7.57521043518876,110.822281874371 -7.57521776996643,110.822269165086 -7.57526136501906,110.822306780848 -7.57527413479302,110.822264131312 -7.57537814285621,110.822208297516 -7.57535749588986,110.822262840249 -7.57521043518876)))","337202000600301070001"
"MULTIPOLYGON (((110.822293839636 -7.57522003627143,110.822329370154 -7.5752333479342,110.822315396513 -7.57526527352903,110.822283672677 -7.57525377255679,110.822293839636 -7.57522003627143)))","337202000600301060001"
"MULTIPOLYGON (((110.822335623987 -7.57523633556371,110.822408589632 -7.57526078869003,110.822390163071 -7.57531939726501,110.822314297744 -7.57529195787403,110.822335623987 -7.57523633556371)))","337202000600301050001"
"MULTIPOLYGON (((110.822512539172 -7.57533274431767,110.822634988879 -7.57538779200959,110.822622736775 -7.57542188928173,110.822497114834 -7.57536530252574,110.822512539172 -7.57533274431767)))","337202000600301040001"
"MULTIPOLYGON (((110.822422457057 -7.57526685495803,110.822647874813 -7.57535550413365,110.822639526561 -7.57537549171526,110.822500579603 -7.57531654765417,110.822481161941 -7.57536032089323,110.82239795482 -7.57533016481646,110.822422457057 -7.57526685495803)))","337202000600301030001"
"MULTIPOLYGON (((110.822662076419 -7.57520942197758,110.822699148196 -7.57522237241025,110.822688533107 -7.57524362546728,110.822658973947 -7.57525899111099,110.822646919949 -7.57525202101957,110.822662076419 -7.57520942197758)))","337202000600301020001"
"MULTIPOLYGON (((110.822681321626 -7.57514393899656,110.822717940725 -7.57515544193239,110.822700966544 -7.57520943780965,110.822664438241 -7.57519757308159,110.822681321626 -7.57514393899656)))","337202000600301010001"
"MULTIPOLYGON (((110.822633915492 -7.57513080344058,110.8226711699 -7.57514049750044,110.822654648128 -7.57519657406935,110.822617847646 -7.57518525196816,110.822633915492 -7.57513080344058)))","337202000600301010001"
"MULTIPOLYGON (((110.822509278969 -7.57510316330744,110.822615966725 -7.57512952973442,110.822591540672 -7.57522829875171,110.822484583786 -7.57519496702522,110.822509278969 -7.57510316330744)))","337202000600301000001"
"MULTIPOLYGON (((110.822426065784 -7.57508793262733,110.822489697191 -7.57510496446622,110.822467362832 -7.57518736162461,110.822404729189 -7.57516888287827,110.822426065784 -7.57508793262733)))","337202000600300990001"
"MULTIPOLYGON (((110.822363432156 -7.57506945387534,110.822426065784 -7.57508793262733,110.822404729189 -7.57516888287827,110.822341914245 -7.57515040404906,110.822363432156 -7.57506945387534)))","337202000600300990001"
"MULTIPOLYGON (((110.822270977128 -7.5750426409101,110.822348929501 -7.57506501557119,110.822323785469 -7.57514596426501,110.822253086283 -7.57512124067905,110.822270977128 -7.5750426409101)))","337202000600300980001"
"MULTIPOLYGON (((110.8222243876 -7.57502778696163,110.822255387233 -7.57503675484842,110.822236135071 -7.57511906279509,110.822207220488 -7.57511000530101,110.8222243876 -7.57502778696163)))","337202000600300970001"
"MULTIPOLYGON (((110.822182963549 -7.57501718659254,110.822211606872 -7.57502452529578,110.822194258859 -7.57510574853457,110.8221638034 -7.57509614766708,110.822182963549 -7.57501718659254)))","337202000600300960001"
"MULTIPOLYGON (((110.822139728297 -7.57500206263365,110.822171271213 -7.57501256851594,110.822153651828 -7.57509234433137,110.822122110056 -7.57507903428349,110.822139728297 -7.57500206263365)))","337202000600300950001"
"MULTIPOLYGON (((110.821988811 -7.57495369698493,110.822127763817 -7.5749978967294,110.822109328882 -7.57507685809757,110.821980893305 -7.57502895391136,110.821988811 -7.57495369698493)))","337202000600300940001"
"MULTIPOLYGON (((110.821917662873 -7.5749185706155,110.821976213884 -7.57494482705788,110.821967025152 -7.57502469676778,110.82188254888 -7.57499481144641,110.821917662873 -7.5749185706155)))","337202000600300930001"
"MULTIPOLYGON (((110.821787695521 -7.57484814197288,110.821871437394 -7.57490027941544,110.821823815968 -7.57497000222787,110.821760279573 -7.57494247732825,110.821787695521 -7.57484814197288)))","337202000600300920001"
"MULTIPOLYGON (((110.82164357617 -7.57480249269524,110.82176340311 -7.57484189050557,110.821743524846 -7.57490339308033,110.821719233474 -7.57489460881705,110.821707161838 -7.57493060573216,110.821616794318 -7.57489791378387,110.82164357617 -7.57480249269524)))","337202000600300910001"
"MULTIPOLYGON (((110.821466555518 -7.57474308043424,110.821619102124 -7.57479705525795,110.821594320064 -7.57487927045308,110.821432527061 -7.57482474908836,110.821466555518 -7.57474308043424)))","337202000600300900001"
"MULTIPOLYGON (((110.82140038939 -7.57471763491454,110.821440542129 -7.57473339088067,110.821405695334 -7.57482102935413,110.821365633242 -7.57480527342187,110.82140038939 -7.57471763491454)))","337202000600300890001"
"MULTIPOLYGON (((110.821273222694 -7.57467081652646,110.82140038939 -7.57471763491454,110.821365633242 -7.57480527342187,110.821239556372 -7.57475357079671,110.821273222694 -7.57467081652646)))","337202000600300890001"
"MULTIPOLYGON (((110.821134182743 -7.57461856581115,110.821243676202 -7.57465542672543,110.821207922026 -7.57474505486256,110.821101875445 -7.57470312976697,110.821134182743 -7.57461856581115)))","337202000600300880001"
"MULTIPOLYGON (((110.821097562315 -7.57461050010643,110.821117955586 -7.57461928280306,110.821084744891 -7.57469624800503,110.821064714565 -7.57468665134358,110.821097562315 -7.57461050010643)))","337202000600300870001"
"MULTIPOLYGON (((110.82098345044 -7.57456187785795,110.821097562315 -7.57461050010643,110.821064714565 -7.57468665134358,110.820950784054 -7.57463784824699,110.82098345044 -7.57456187785795)))","337202000600300870001"
"MULTIPOLYGON (((110.820925622749 -7.57454050625541,110.820969310279 -7.57455780148513,110.820937640175 -7.57463594324876,110.820908273061 -7.57462525725898,110.820921159397 -7.57459224578021,110.820906294499 -7.57458699316741,110.820925622749 -7.57454050625541)))","337202000600300860001"
"MULTIPOLYGON (((110.820856619398 -7.57458055029966,110.820897679342 -7.57459458800675,110.820889239177 -7.57461747013771,110.820847363842 -7.57460225615447,110.820856619398 -7.57458055029966)))","337202000600300850001"
"MULTIPOLYGON (((110.820798999142 -7.57449594937719,110.820825284684 -7.57450509633894,110.820810122642 -7.57456081156622,110.820845743562 -7.57457448521301,110.820833490782 -7.57460993928695,110.820766872272 -7.57458250343383,110.820798999142 -7.57449594937719)))","337202000600300840001"
"MULTIPOLYGON (((110.820650421461 -7.57449037035749,110.820768161149 -7.57453474270943,110.820752823588 -7.57457643703938,110.820638257338 -7.57453061867908,110.820650421461 -7.57449037035749)))","337202000600300830001"
"MULTIPOLYGON (((110.820668753788 -7.57444089796876,110.820786582248 -7.57448979319822,110.820777412857 -7.57452235391769,110.820653329346 -7.57447345611038,110.820668753788 -7.57444089796876)))","337202000600300820001"
"MULTIPOLYGON (((110.820839152659 -7.57450971534596,110.820876677658 -7.57452248520408,110.820860069063 -7.57456879231846,110.82082399387 -7.57455756082287,110.820839152659 -7.57450971534596)))","337202000600300810001"
"MULTIPOLYGON (((110.820888188624 -7.57452719369727,110.820908401065 -7.57453480038922,110.820890522848 -7.57458228292278,110.820871398089 -7.57457503850495,110.820888188624 -7.57452719369727)))","337202000600300800001"
"MULTIPOLYGON (((110.820745333128 -7.57427548377675,110.820914115549 -7.57430712266321,110.820882407576 -7.57447698772816,110.820691618113 -7.57439296521221,110.820745333128 -7.57427548377675)))","337202000600300770001"
"MULTIPOLYGON (((110.820760670081 -7.57423523675678,110.820966613811 -7.5742821781315,110.820962162267 -7.57430533327446,110.820751502638 -7.57426309371697,110.820760670081 -7.57423523675678)))","337202000600300760001"
"MULTIPOLYGON (((110.820794332975 -7.57416089501522,110.820949329677 -7.57420817726382,110.820946333057 -7.5742204781738,110.820998994769 -7.57423877211482,110.820988282399 -7.57427594550868,110.820765297221 -7.57422592159754,110.820794332975 -7.57416089501522)))","337202000600300750001"
"MULTIPOLYGON (((110.82090536892 -7.57441358686604,110.820947246144 -7.57442418754116,110.820927363789 -7.57449536896669,110.820894823201 -7.57448621943926,110.82090536892 -7.57441358686604)))","337202000600300740001"
"MULTIPOLYGON (((110.820908726697 -7.57440481392497,110.820920537256 -7.57434258441719,110.82096468083 -7.57435309556528,110.820951692612 -7.574413334538,110.820908726697 -7.57440481392497)))","337202000600300730001"
"MULTIPOLYGON (((110.820999412755 -7.57432425407981,110.821042378702 -7.57433268422687,110.821035659199 -7.57435981854354,110.820990154524 -7.57435247283562,110.820999412755 -7.57432425407981)))","337202000600300720001"
